ConfigIndex,RunIndex,N,StartNode,InitialCost,SolveTime,Improved,Improvement,ObjectiveValue,AvgTime,AvgBestCost,ImprovementCount
1,1,30,6,414.506,0.00396208,1,72.1082,115.613,,
1,2,30,25,393.642,0.00393537,1,72.3261,108.936,,
1,3,30,22,432.899,0.00389942,1,74.6725,109.643,,
1,4,30,6,356.376,0.00286096,1,67.6423,115.315,,
1,5,30,3,414.184,0.000956792,1,28.7262,295.205,,
1,6,30,19,374.465,0.000937375,1,22.5695,289.95,,
1,7,30,9,375.384,0.00292375,1,70.2312,111.747,,
1,8,30,8,409.223,0.000779458,1,31.4097,280.687,,
1,9,30,22,385.134,0.000993125,1,28.9375,273.686,,
1,10,30,27,314.443,0.00100779,1,13.1572,273.071,,
1,,,,,,,,0.00222561,197.385,10

1,1,30,7,344.055,0.000790208,1,14.4255,294.423,,
1,2,30,22,384.34,0.00174154,1,20.7731,304.5,,
1,3,30,9,435.055,0.00134837,1,33.3232,290.081,,
1,4,30,22,392.117,0.00227713,1,27.6527,283.686,,
1,5,30,21,369.206,0.00151583,1,28.7064,263.22,,
1,6,30,22,403.685,0.00121621,1,28.9302,286.898,,
1,7,30,22,351.79,0.000845125,1,19.3473,283.728,,
1,8,30,21,379.52,0.000687667,1,20.4003,302.097,,
1,9,30,8,384.835,0.000859083,1,25.7702,285.663,,
1,10,30,25,434.444,0.000680791,1,35.5943,279.807,,
1,,,,,,,,0.0011962,287.41,10

1,1,30,17,391.872,0.00125692,1,24.3112,296.604,,
1,2,30,12,448.429,0.000720084,1,37.9226,278.374,,
1,3,30,3,384.196,0.000615125,1,23.7245,293.048,,
1,4,30,26,379.953,0.00155867,1,23.9247,289.05,,
1,5,30,17,445.455,0.00092475,1,35.0035,289.53,,
1,6,30,25,407.27,0.00190867,1,32.7913,273.721,,
1,7,30,8,418.471,0.000657083,1,35.133,271.449,,
1,8,30,26,390.593,0.000983541,1,24.9667,293.075,,
1,9,30,10,383.315,0.0009365,1,25.613,285.137,,
1,10,30,14,349.396,0.00100075,1,15.6445,294.735,,
1,,,,,,,,0.00105621,286.472,10

2,1,30,29,389.188,0.002041,1,72.6065,106.612,,
2,2,30,22,388.438,0.00205112,1,72.6738,106.145,,
2,3,30,27,437.348,0.000577334,1,30.4495,304.178,,
2,4,30,17,375.069,0.00163371,1,70.1829,111.835,,
2,5,30,11,367.626,0.000834625,1,28.7114,262.076,,
2,6,30,23,351.17,0.000478667,1,18.8888,284.838,,
2,7,30,2,341.801,0.00180267,1,67.3258,111.681,,
2,8,30,16,379.229,0.000594833,1,27.1791,276.158,,
2,9,30,6,382.05,0.00183804,1,72.2129,106.161,,
2,10,30,1,378.687,0.000736542,1,30.6216,262.727,,
2,,,,,,,,0.00125885,193.241,10

2,1,30,19,401.623,0.001053,1,30.408,279.497,,
2,2,30,29,347.184,0.000511208,1,16.5634,289.678,,
2,3,30,7,392.61,0.00125637,1,26.5187,288.495,,
2,4,30,5,356.996,0.000893,1,20.2871,284.572,,
2,5,30,9,372.952,0.000606458,1,21.8143,291.595,,
2,6,30,18,380.732,0.000486584,1,23.1031,292.771,,
2,7,30,19,380.322,0.00106737,1,24.8437,285.835,,
2,8,30,16,396.432,0.000487542,1,26.2115,292.521,,
2,9,30,26,368.908,0.000548125,1,23.839,280.964,,
2,10,30,28,384.771,0.000831416,1,30.2184,268.499,,
2,,,,,,,,0.000774108,285.443,10

2,1,30,1,390.034,0.00062775,1,23.0623,300.083,,
2,2,30,23,411.744,0.000774667,1,33.7798,272.658,,
2,3,30,27,375.055,0.000467833,1,22.6651,290.048,,
2,4,30,7,348.489,0.000429958,1,24.399,263.461,,
2,5,30,28,402.574,0.000783708,1,27.6123,291.414,,
2,6,30,18,406.577,0.000756333,1,30.4626,282.723,,
2,7,30,0,385.792,0.000566709,1,21.964,301.057,,
