ConfigIndex,RunIndex,N,StartNode,InitialCost,SolveTime,Improved,Improvement,ObjectiveValue,AvgTime,AvgBestCost,ImprovementCount
1,1,174,79,8478.2,0.00164329,1,75.8664,2046.1,,
1,2,174,10,8843.47,0.00167025,1,76.6829,2062.04,,
1,3,174,113,8607.46,0.00167208,1,76.9934,1980.29,,
1,4,174,134,8509.59,0.00164421,1,75.9527,2046.32,,
1,5,174,165,8623.93,0.00163929,1,77.0043,1983.13,,
1,6,174,97,8389.9,0.00168413,1,78.1945,1829.46,,
1,7,174,70,8365.99,0.00186912,1,74.7737,2110.43,,
1,8,174,53,8455.47,0.00166,1,74.4337,2161.75,,
1,9,174,41,8549.58,0.00171217,1,76.1295,2040.82,,
1,10,174,42,8460.77,0.00164796,1,76.565,1982.78,,
1,,,,,,,,0.00168425,2024.31,10

1,1,174,169,8928.03,0.000886209,1,9.53703,8076.56,,
1,2,174,136,8425.91,0.00193662,1,13.8659,7257.58,,
1,3,174,95,8382.6,0.00109812,1,9.43564,7591.65,,
1,4,174,10,8094.61,0.000842042,1,3.03641,7848.82,,
1,5,174,135,8824.56,0.00093025,1,13.4415,7638.4,,
1,6,174,61,9102.86,0.000812,1,15.4596,7695.59,,
1,7,174,162,8835.35,0.00170213,1,14.4373,7559.77,,
1,8,174,110,8490.98,0.00108029,1,11.9822,7473.57,,
1,9,174,78,8697.32,0.000904792,1,9.24996,7892.82,,
1,10,174,8,8323.38,0.000801083,1,9.14723,7562.02,,
1,,,,,,,,0.00109935,7659.68,10

1,1,174,61,9081.82,0.00115879,1,15.5288,7671.53,,
1,2,174,162,8580.52,0.00061175,1,8.08166,7887.07,,
1,3,174,3,8884.16,0.000715625,1,11.6331,7850.65,,
1,4,174,68,8657.19,0.00081175,1,7.46694,8010.76,,
1,5,174,158,9014.52,0.000836916,1,12.5023,7887.5,,
1,6,174,60,8543.52,0.0009175,1,7.53454,7899.8,,
1,7,174,62,8388.74,0.00140087,1,9.58258,7584.88,,
1,8,174,162,8773.86,0.0011785,1,10.613,7842.69,,
1,9,174,101,8879.46,0.00139387,1,14.1202,7625.66,,
1,10,174,122,8674.82,0.000636042,1,11.1012,7711.81,,
1,,,,,,,,0.000966162,7797.24,10

2,1,174,64,8709.54,0.00169846,1,76.0308,2087.61,,
2,2,174,26,8182.64,0.00163942,1,74.878,2055.64,,
2,3,174,162,8807.23,0.00164596,1,76.0076,2113.06,,
2,4,174,124,8457.7,0.00182929,1,74.6114,2147.29,,
2,5,174,125,8562.59,0.00164733,1,75.3466,2110.97,,
2,6,174,52,8938.73,0.00167,1,75.6543,2176.2,,
2,7,174,104,8431.28,0.00162283,1,73.6867,2218.54,,
2,8,174,59,8985.27,0.00169271,1,76.604,2102.2,,
2,9,174,87,8951.68,0.00164192,1,76.7096,2084.88,,
2,10,174,88,8263.89,0.000514,1,6.51472,7725.52,,
2,,,,,,,,0.00156019,2682.19,10

2,1,174,122,8317.54,0.00134725,1,6.8516,7747.66,,
2,2,174,138,8259.39,0.00051575,1,2.81912,8026.54,,
2,3,174,18,8245.53,0.00645129,1,85.8116,1169.91,,
2,4,174,86,8805.16,0.000568959,1,11.6783,7776.86,,
2,5,174,134,9082.87,0.00145242,1,16.397,7593.56,,
2,6,174,130,8570.93,0.001074,1,10.8982,7636.86,,
2,7,174,11,8600.32,0.000567208,1,6.96248,8001.53,,
2,8,174,173,8436.06,0.00622754,1,87.558,1049.62,,
2,9,174,115,8508.12,0.00111375,1,10.1651,7643.27,,
2,10,174,12,8566.08,0.00184167,1,12.4103,7503,,
2,,,,,,,,0.00211598,6414.88,10

2,1,174,19,8485.13,0.00106392,1,6.50612,7933.08,,
2,2,174,38,8536.25,0.000679458,1,5.03454,8106.49,,
2,3,174,133,9050.64,0.00121204,1,13.1222,7863,,
2,4,174,1,8455.97,0.000807833,1,6.74496,7885.62,,
2,5,174,123,8520.02,0.000755125,1,9.30675,7727.09,,
2,6,174,69,9088.03,0.000706625,1,16.9579,7546.89,,
2,7,174,19,8146.84,0.000562916,1,2.44854,7947.36,,
2,8,174,65,8865.86,0.000731916,1,13.3035,7686.39,,
2,9,174,57,8527.39,0.000678167,1,3.96346,8189.41,,
2,10,174,148,8671.06,0.00111229,1,9.09037,7882.83,,
2,,,,,,,,0.000831029,7876.82,10

3,1,174,103,8345.24,0.00166783,1,73.5505,2207.27,,
3,2,174,108,8198.27,0.00169821,1,74.5396,2087.31,,
