ConfigIndex,RunIndex,N,StartNode,InitialCost,SolveTime,Improved,Improvement,ObjectiveValue,AvgTime,AvgBestCost,ImprovementCount
1,1,19,6,174.591,0.000459709,1,41.6601,101.856,,
1,2,19,17,179.871,0.00127071,1,64.9976,62.9592,,
1,3,19,14,153.552,0.00128908,1,59.9023,61.5708,,
1,4,19,9,174.897,0.00125146,1,64.6279,61.8647,,
1,5,19,18,176.722,0.001274,1,64.9931,61.8647,,
1,6,19,16,183.521,0.00140279,1,66.3987,61.6654,,
1,7,19,0,178.438,0.000715458,1,40.6735,105.861,,
1,8,19,3,161.102,0.00120367,1,61.7815,61.5708,,
1,9,19,9,174.445,0.00038925,1,37.2237,109.51,,
1,10,19,14,152.884,0.000389375,1,30.0102,107.003,,
1,,,,,,,,0.00096455,79.5726,10

1,1,19,2,171.535,0.000460459,1,38.0335,106.294,,
1,2,19,0,186.557,0.000536917,1,44.6274,103.302,,
1,3,19,10,194.484,0.000595041,1,48.1207,100.897,,
1,4,19,4,190.576,0.000807625,1,42.9822,108.662,,
1,5,19,8,192.581,0.000745458,1,46.9435,102.177,,
1,6,19,7,176.125,0.00047075,1,42.3596,101.519,,
1,7,19,18,171.44,0.000490625,1,44.1179,95.8044,,
1,8,19,10,156.827,0.000852417,1,39.5562,94.792,,
1,9,19,16,184.768,0.000762958,1,38.3175,113.97,,
1,10,19,5,190.322,0.000429083,1,40.561,113.126,,
1,,,,,,,,0.000615133,104.054,10

1,1,19,5,145.187,0.000415917,1,32.0123,98.7093,,
1,2,19,14,164.681,0.00087225,1,34.4835,107.893,,
1,3,19,12,160.972,0.00054625,1,29.9792,112.714,,
1,4,19,5,152.746,0.000609625,1,23.3859,117.025,,
1,5,19,8,155.262,0.000593042,1,31.1033,106.97,,
1,6,19,9,178.418,0.000718792,1,47.4929,93.6818,,
1,7,19,1,159.032,0.000464542,1,23.9478,120.947,,
1,8,19,10,187.242,0.000707542,1,38.3586,115.419,,
1,9,19,17,166.333,0.000487625,1,30.1922,116.113,,
1,10,19,13,134.818,0.00046825,1,14.7416,114.943,,
1,,,,,,,,0.000588384,110.442,10

2,1,19,2,142.8,0.00132667,1,57.018,61.3783,,
2,2,19,9,183.562,0.000450333,1,40.094,109.965,,
2,3,19,1,164.663,0.000623875,1,36.6127,104.375,,
2,4,19,0,180.911,0.00133221,1,65.8939,61.7015,,
2,5,19,0,185.545,0.000413333,1,42.2916,107.075,,
2,6,19,9,178.365,0.00059725,1,37.5671,111.358,,
2,7,19,8,158.643,0.00124029,1,62.0702,60.173,,
2,8,19,4,214.698,0.00133275,1,71.4821,61.2272,,
2,9,19,16,149.589,0.000468167,1,22.9502,115.258,,
2,10,19,1,158.851,0.000365625,1,27.8596,114.596,,
2,,,,,,,,0.00081505,90.7107,10

2,1,19,4,148.278,0.000439875,1,25.0038,111.203,,
2,2,19,18,154.797,0.000563125,1,28.2482,111.069,,
2,3,19,2,154.057,0.000583208,1,25.1102,115.373,,
2,4,19,2,174.468,0.000585916,1,35.4475,112.623,,
2,5,19,2,193.337,0.00065,1,41.5651,112.976,,
2,6,19,12,174.036,0.000405875,1,42.4152,100.219,,
2,7,19,3,157.403,0.000511667,1,42.3523,90.7393,,
2,8,19,17,164.432,0.000580875,1,35.3104,106.37,,
2,9,19,13,201.547,0.0007955,1,47.3663,106.082,,
2,10,19,5,171.317,0.000562875,1,36.9062,108.09,,
2,,,,,,,,0.000567892,107.475,10

2,1,19,6,156.984,0.00051275,1,31.2001,108.005,,
2,2,19,14,180.672,0.000668,1,40.3838,107.709,,
2,3,19,13,214.11,0.000530833,1,44.9441,117.88,,
2,4,19,2,192.142,0.000588208,1,38.9797,117.245,,
2,5,19,12,134.123,0.0004075,1,23.6263,102.435,,
2,6,19,3,199.275,0.0004325,1,47.5926,104.435,,
2,7,19,14,193.233,0.000672375,1,43.1491,109.855,,
2,8,19,10,156.529,0.000779792,1,29.4406,110.446,,
2,9,19,11,182.079,0.00097625,1,39.5548,110.058,,
2,10,19,5,165.912,0.000824084,1,41.3123,97.3701,,
